LocalizedName, BlockState
激活的泥拱顶石, erebus:capstone[type=capstone_mud_active]
激活的铁拱顶石, erebus:capstone[type=capstone_iron_active]
激活的金拱顶石, erebus:capstone[type=capstone_gold_active]
激活的玉拱顶石, erebus:capstone[type=capstone_jade_active]
蚁丘（N.Y.I.）, erebus:ant_hill_block
力场, erebus:force_field
白骨块, erebus:block_of_bones[facing=down]
棕石墙, erebus:wall_umberstone[east=false,north=false,south=false,up=false,west=false]
棕圆石墙, erebus:wall_umbercobble[east=false,north=false,south=false,up=false,west=false]
棕苔石墙, erebus:wall_umbercobble_mossy[east=false,north=false,south=false,up=false,west=false]
蛛网覆盖的棕圆石墙, erebus:wall_umbercobble_webbed[east=false,north=false,south=false,up=false,west=false]
棕石砖墙, erebus:wall_umberstone_bricks[east=false,north=false,south=false,up=false,west=false]
棕石板砖墙, erebus:wall_umbertile_smooth[east=false,north=false,south=false,up=false,west=false]
小型棕石板砖墙, erebus:wall_umbertile_smooth_small[east=false,north=false,south=false,up=false,west=false]
铺路棕石墙, erebus:wall_umberpaver[east=false,north=false,south=false,up=false,west=false]
铺路棕苔石墙, erebus:wall_umberpaver_mossy[east=false,north=false,south=false,up=false,west=false]
蛛网覆盖的铺路棕石墙, erebus:wall_umberpaver_webbed[east=false,north=false,south=false,up=false,west=false]
琥珀墙, erebus:wall_amber[east=false,north=false,south=false,up=false,west=false]
琥珀砖墙, erebus:wall_amber_bricks[east=false,north=false,south=false,up=false,west=false]
棕石台阶, erebus:slab_umberstone[half=top]
棕圆石台阶, erebus:slab_umbercobble[half=top]
棕苔石台阶, erebus:slab_umbercobble_mossy[half=top]
蛛网覆盖的棕圆石台阶, erebus:slab_umbercobble_webbed[half=top]
棕石砖台阶, erebus:slab_umberstone_bricks[half=top]
平滑棕石板砖台阶, erebus:slab_umbertile_smooth[half=top]
小块棕石板砖台阶, erebus:slab_umbertile_smooth_small[half=top]
铺路棕石台阶, erebus:slab_umberpaver[half=top]
铺路棕苔石台阶, erebus:slab_umberpaver_mossy[half=top]
蛛网覆盖的铺路棕石台阶, erebus:slab_umberpaver_webbed[half=top]
琥珀台阶, erebus:slab_amber[half=top]
琥珀砖台阶, erebus:slab_amber_bricks[half=top]
石化木台阶, erebus:slab_planks_petrified_wood[half=top]
泥砖台阶, erebus:slab_mud_bricks[half=top]
米尔砖台阶, erebus:slab_mir_bricks[half=top]
棕石楼梯, erebus:stairs_umberstone[facing=east,half=bottom,shape=straight]
棕圆石楼梯, erebus:stairs_umbercobble[facing=east,half=bottom,shape=straight]
棕苔石楼梯, erebus:stairs_umbercobble_mossy[facing=east,half=bottom,shape=straight]
蛛网覆盖的棕圆石楼梯, erebus:stairs_umbercobble_webbed[facing=east,half=bottom,shape=straight]
棕石砖楼梯, erebus:stairs_umberstone_bricks[facing=east,half=bottom,shape=straight]
平滑棕石板砖楼梯, erebus:stairs_umbertile_smooth[facing=east,half=bottom,shape=straight]
小型棕石板砖楼梯, erebus:stairs_umbertile_smooth_small[facing=east,half=bottom,shape=straight]
铺路棕石楼梯, erebus:stairs_umberpaver[facing=east,half=bottom,shape=straight]
铺路棕苔石楼梯, erebus:stairs_umberpaver_mossy[facing=east,half=bottom,shape=straight]
蛛网覆盖的铺路棕石楼梯, erebus:stairs_umberpaver_webbed[facing=east,half=bottom,shape=straight]
琥珀楼梯, erebus:stairs_amber[facing=east,half=bottom,shape=straight]
琥珀砖楼梯, erebus:stairs_amber_bricks[facing=east,half=bottom,shape=straight]
石化木楼梯, erebus:stairs_petrified_wood[facing=east,half=bottom,shape=straight]
泥砖楼梯, erebus:stairs_mud_bricks[facing=east,half=bottom,shape=straight]
米尔砖楼梯, erebus:stairs_mir_bricks[facing=east,half=bottom,shape=straight]
猴面包树原木, erebus:log_baobab[axis=y]
猴面包树树苗, erebus:sapling_baobab[stage=0,type=oak]
猴面包树树叶, erebus:leaves_baobab[check_decay=false,decayable=true]
猴面包树楼梯, erebus:stairs_baobab[facing=east,half=bottom,shape=straight]
猴面包树台阶, erebus:slab_planks_baobab[half=top]
猴面包树门, erebus:door_baobab[facing=east,half=lower,hinge=left,open=false,powered=false]
猴面包树栅栏, erebus:fence_baobab[east=false,north=false,south=false,west=false]
猴面包树栅栏门, erebus:fence_gate_baobab[facing=south,in_wall=false,open=false,powered=false]
桉树原木, erebus:log_eucalyptus[axis=y]
桉树树苗, erebus:sapling_eucalyptus[stage=0,type=oak]
桉树树叶, erebus:leaves_eucalyptus[check_decay=false,decayable=true]
桉树楼梯, erebus:stairs_eucalyptus[facing=east,half=bottom,shape=straight]
桉树台阶, erebus:slab_planks_eucalyptus[half=top]
桉树门, erebus:door_eucalyptus[facing=east,half=lower,hinge=left,open=false,powered=false]
桉树栅栏, erebus:fence_eucalyptus[east=false,north=false,south=false,west=false]
桉树栅栏门, erebus:fence_gate_eucalyptus[facing=south,in_wall=false,open=false,powered=false]
桃花心木原木, erebus:log_mahogany[axis=y]
桃花心木树苗, erebus:sapling_mahogany[stage=0,type=oak]
桃花心木树叶, erebus:leaves_mahogany[check_decay=false,decayable=true]
桃花心木楼梯, erebus:stairs_mahogany[facing=east,half=bottom,shape=straight]
桃花心木台阶, erebus:slab_planks_mahogany[half=top]
桃花心木门, erebus:door_mahogany[facing=east,half=lower,hinge=left,open=false,powered=false]
桃花心木栅栏, erebus:fence_mahogany[east=false,north=false,south=false,west=false]
桃花心木栅栏门, erebus:fence_gate_mahogany[facing=south,in_wall=false,open=false,powered=false]
苔皮树原木, erebus:log_mossbark[axis=y]
苔皮树树苗, erebus:sapling_mossbark[stage=0,type=oak]
苔皮树树叶, erebus:leaves_mossbark[check_decay=false,decayable=true]
苔皮树楼梯, erebus:stairs_mossbark[facing=east,half=bottom,shape=straight]
苔皮树台阶, erebus:slab_planks_mossbark[half=top]
苔皮木门, erebus:door_mossbark[facing=east,half=lower,hinge=left,open=false,powered=false]
苔皮树栅栏, erebus:fence_mossbark[east=false,north=false,south=false,west=false]
苔皮树栅栏门, erebus:fence_gate_mossbark[facing=south,in_wall=false,open=false,powered=false]
糙木原木, erebus:log_asper[axis=y]
糙木树苗, erebus:sapling_asper[stage=0,type=oak]
糙木树叶, erebus:leaves_asper[check_decay=false,decayable=true]
糙木楼梯, erebus:stairs_asper[facing=east,half=bottom,shape=straight]
糙木台阶, erebus:slab_planks_asper[half=top]
糙木门, erebus:door_asper[facing=east,half=lower,hinge=left,open=false,powered=false]
糙木栅栏, erebus:fence_asper[east=false,north=false,south=false,west=false]
糙木栅栏门, erebus:fence_gate_asper[facing=south,in_wall=false,open=false,powered=false]
柏树原木, erebus:log_cypress[axis=y]
柏树树苗, erebus:sapling_cypress[stage=0,type=oak]
柏树树叶, erebus:leaves_cypress[check_decay=false,decayable=true]
柏树楼梯, erebus:stairs_cypress[facing=east,half=bottom,shape=straight]
柏树台阶, erebus:slab_planks_cypress[half=top]
柏树门, erebus:door_cypress[facing=east,half=lower,hinge=left,open=false,powered=false]
柏树栅栏, erebus:fence_cypress[east=false,north=false,south=false,west=false]
柏树栅栏门, erebus:fence_gate_cypress[facing=south,in_wall=false,open=false,powered=false]
香脂树原木, erebus:log_balsam[axis=y]
香脂树树苗, erebus:sapling_balsam[stage=0,type=oak]
香脂树树叶, erebus:leaves_balsam[check_decay=false,decayable=true]
香脂木楼梯, erebus:stairs_balsam[facing=east,half=bottom,shape=straight]
香脂树台阶, erebus:slab_planks_balsam[half=top]
香脂树栅栏, erebus:fence_balsam[east=false,north=false,south=false,west=false]
香脂树栅栏门, erebus:fence_gate_balsam[facing=south,in_wall=false,open=false,powered=false]
白色楼梯, erebus:stairs_white[facing=east,half=bottom,shape=straight]
白木台阶, erebus:slab_planks_white[half=top]
白色栅栏, erebus:fence_white[east=false,north=false,south=false,west=false]
白色栅栏门, erebus:fence_gate_white[facing=south,in_wall=false,open=false,powered=false]
竹, erebus:log_bamboo[age=0]
竹笋, erebus:sapling_bamboo[stage=0,type=oak]
竹楼梯, erebus:stairs_bamboo[facing=east,half=bottom,shape=straight]
竹台阶, erebus:slab_planks_bamboo[half=top]
竹栅栏, erebus:fence_bamboo[east=false,north=false,south=false,west=false]
竹栅栏门, erebus:fence_gate_bamboo[facing=south,in_wall=false,open=false,powered=false]
腐木, erebus:log_rotten[axis=y]
腐木楼梯, erebus:stairs_rotten[facing=east,half=bottom,shape=straight]
腐木台阶, erebus:slab_planks_rotten[half=top]
腐木门, erebus:door_rotten[facing=east,half=lower,hinge=left,open=false,powered=false]
腐木栅栏, erebus:fence_rotten[east=false,north=false,south=false,west=false]
腐木栅栏门, erebus:fence_gate_rotten[facing=south,in_wall=false,open=false,powered=false]
沼泽木原木, erebus:log_marshwood[axis=y]
沼泽木树苗, erebus:sapling_marshwood[stage=0,type=oak]
沼泽木树叶, erebus:leaves_marshwood[check_decay=false,decayable=true]
沼泽木楼梯, erebus:stairs_marshwood[facing=east,half=bottom,shape=straight]
沼泽木台阶, erebus:slab_planks_marshwood[half=top]
沼泽木门, erebus:door_marshwood[facing=east,half=lower,hinge=left,open=false,powered=false]
沼泽木栅栏, erebus:fence_marshwood[east=false,north=false,south=false,west=false]
沼泽木栅栏门, erebus:fence_gate_marshwood[facing=south,in_wall=false,open=false,powered=false]
焦皮枯木, erebus:log_scorched[axis=y]
焦皮木楼梯, erebus:stairs_scorched[facing=east,half=bottom,shape=straight]
焦皮木台阶, erebus:slab_planks_scorched[half=top]
焦皮木门, erebus:door_scorched[facing=east,half=lower,hinge=left,open=false,powered=false]
焦皮木栅栏, erebus:fence_scorched[east=false,north=false,south=false,west=false]
焦皮木栅栏门, erebus:fence_gate_scorched[facing=south,in_wall=false,open=false,powered=false]
漆包木楼梯, erebus:stairs_varnished[facing=east,half=bottom,shape=straight]
漆包木台阶, erebus:slab_planks_varnished[half=top]
漆包木栅栏, erebus:fence_varnished[east=false,north=false,south=false,west=false]
漆包木栅栏门, erebus:fence_gate_varnished[facing=south,in_wall=false,open=false,powered=false]
血液, evilcraft:block_blood[level=0]
暗黑宝石矿石, evilcraft:dark_ore[glowing=false]
暗黑宝石块, evilcraft:dark_block
雷电炸弹, evilcraft:lightning_bomb[primed=false]
血能注入器, evilcraft:blood_infuser[facing=north,on=false]
血石, evilcraft:bloody_cobblestone
地狱怪物蛋, evilcraft:nether_monster_block[meta=0]
地狱怪物蛋, evilcraft:nether_monster_block[meta=1]
地狱怪物蛋, evilcraft:nether_monster_block[meta=2]
血块, evilcraft:hardened_blood
毛玻璃, evilcraft:obscured_glass
血能箱, evilcraft:blood_chest[facing=north]
环境存储器, evilcraft:environmental_accumulator
亡灵树叶, evilcraft:undead_leaves[check_decay=false,decayable=false]
亡灵原木, evilcraft:undead_log[axis=x]
亡灵树苗, evilcraft:undead_sapling[stage=0,type=oak]
亡灵木板, evilcraft:undead_plank
毒液, evilcraft:block_poison[level=0]
净化器, evilcraft:purifier[fill=0]
暗黑砖, evilcraft:dark_brick
暗黑血砖, evilcraft:dark_blood_brick[active=false]
灵魂炉, evilcraft:spirit_furnace[active=false]
暗黑液体罐, evilcraft:dark_tank[draining=false]
血腥基座, evilcraft:sanguinary_pedestal[tier=0]
血腥基座, evilcraft:sanguinary_pedestal[tier=1]
钉刺板, evilcraft:spiked_plate[powered=false]
灵魂再生炉, evilcraft:spirit_reanimator[facing=north,on=false]
纠缠圣杯, evilcraft:entangled_chalice
暗黑充能宝石块, evilcraft:dark_power_gem_block
暗黑火把, evilcraft:gem_stone_torch[facing=up]
永恒水方块, evilcraft:eternal_water_block[level=0]
血蜡煤块, evilcraft:blood_waxed_coal_block
灵魂之门, evilcraft:spirit_portal
大型血能箱, evilcraft:colossal_blood_chest[active=false]
强化亡灵木板, evilcraft:reinforced_undead_plank[active=false]
血腥环境存储器, evilcraft:sanguinary_environmental_accumulator[on=false]
展示架, evilcraft:display_stand[axis_x=false,facing=down]
亡灵楼梯, evilcraft:undead_plank_stairs[facing=east,half=bottom,shape=straight]
强化亡灵楼梯, evilcraft:reinforced_undead_plank_stairs[facing=east,half=bottom,shape=straight]
黑砖楼梯, evilcraft:dark_brick_stairs[facing=east,half=bottom,shape=straight]
暗黑血砖楼梯, evilcraft:dark_blood_brick_stairs[facing=east,half=bottom,shape=straight]
永恒的灵魂箱, evilcraft:box_of_eternal_closure[facing=north]
任务显示器, ftbquests:screen[facing=south]
任务进度检测器, ftbquests:progress_detector
红石检测器, ftbquests:detector[variant=redstone]
玩家检测器, ftbquests:detector[variant=player]
进度显示器, ftbquests:progress_screen[facing=south]
任务箱子, ftbquests:chest[facing=south]
奖励箱存储器, ftbquests:loot_crate_storage
奖励箱开箱器, ftbquests:loot_crate_opener
任务屏障, ftbquests:barrier[completed=false]
Reward Collector, ftbquests:reward_collector
竹子, futuremc:bamboo[leaves=none,mature=false,thick=false]
灯笼, futuremc:lantern[hanging=true]
切石机, futuremc:stonecutter[facing=south]
木桶, futuremc:barrel[facing=down,open=false]
烟熏炉, futuremc:smoker[facing=south,lit=false]
高炉, futuremc:blast_furnace[facing=south,lit=false]
织布机, futuremc:loom[facing=north]
制箭台, futuremc:fletching_table[facing=north]
锻造台, futuremc:smithing_table[facing=north]
制图台, futuremc:cartography_table[facing=north]
砂轮, futuremc:grindstone[face=floor,facing=north]
堆肥桶, futuremc:composter[level=0]
钟, futuremc:bell[attachment=floor,facing=south]
蜂蜜块, futuremc:honey_block
蜜脾块, futuremc:honeycomb_block
铃兰, futuremc:lily_of_the_valley
矢车菊, futuremc:cornflower
凋零玫瑰, futuremc:wither_rose
营火, futuremc:campfire[facing=south,lit=false,signal=false]
蜂巢, futuremc:bee_nest[facing=south,full=false]
蜂箱, futuremc:beehive[facing=south,full=false]
去皮金合欢原木, futuremc:stripped_acacia_log[axis=y]
去皮丛林原木, futuremc:stripped_jungle_log[axis=y]
去皮白桦原木, futuremc:stripped_birch_log[axis=y]
去皮橡木原木, futuremc:stripped_oak_log[axis=y]
去皮云杉原木, futuremc:stripped_spruce_log[axis=y]
去皮深色橡木原木, futuremc:stripped_dark_oak_log[axis=y]
砖块墙, futuremc:brick_wall[east=false,north=false,south=false,up=false,west=false]
花岗岩墙, futuremc:granite_wall[east=false,north=false,south=false,up=false,west=false]
安山岩墙, futuremc:andesite_wall[east=false,north=false,south=false,up=false,west=false]
闪长岩墙, futuremc:diorite_wall[east=false,north=false,south=false,up=false,west=false]
砂岩墙, futuremc:sandstone_wall[east=false,north=false,south=false,up=false,west=false]
红砂岩墙, futuremc:red_sandstone_wall[east=false,north=false,south=false,up=false,west=false]
石砖墙, futuremc:stone_brick_wall[east=false,north=false,south=false,up=false,west=false]
苔石砖墙, futuremc:mossy_stone_brick_wall[east=false,north=false,south=false,up=false,west=false]
下界砖墙, futuremc:nether_brick_wall[east=false,north=false,south=false,up=false,west=false]
红色下界砖墙, futuremc:red_nether_brick_wall[east=false,north=false,south=false,up=false,west=false]
末地石砖墙, futuremc:end_stone_brick_wall[east=false,north=false,south=false,up=false,west=false]
海晶石墙, futuremc:prismarine_wall[east=false,north=false,south=false,up=false,west=false]
平滑石头, futuremc:smooth_stone
平滑砂岩, futuremc:smooth_sandstone
平滑石英, futuremc:smooth_quartz
平滑红砂岩, futuremc:smooth_red_sandstone
蓝冰, futuremc:blue_ice
